clean cache ok! cache_array[9705509]:8
platform,operation,access_pattern,io_size(B),blcok_size(B),data_space_size(MB),count,avg_latency(ns),throughput(op/s),bandwidth(MB)
PMEM,read,random,16,1024,16,16384,179.841,5560480,84
PMEM,write,random,16,2048,16,8192,349.909,2857885,43
PMEM,read,random,16,2048,16,8192,179.592,5568186,84
PMEM,write,random,16,4096,16,4096,344.958,2898907,44
PMEM,read,random,16,4096,16,4096,180.827,5530157,84
PMEM,write,random,16,8192,16,2048,671.722,1488711,22
PMEM,read,random,16,8192,16,2048,182.484,5479921,83
PMEM,write,random,16,16384,16,1024,673.278,1485269,22
PMEM,read,random,16,16384,16,1024,184.864,5409374,82
PMEM,write,random,16,32768,16,512,632.598,1580783,24
PMEM,read,random,16,32768,16,512,207.184,4826637,73
PMEM,write,random,16,65536,16,256,534.395,1871276,28
PMEM,read,random,16,65536,16,256,270.297,3699635,56
PMEM,write,random,16,131072,16,128,363.977,2747429,41
PMEM,read,random,16,131072,16,128,259.102,3859490,58
PMEM,write,random,16,262144,16,64,232.219,4306284,65
PMEM,read,random,16,262144,16,64,318.016,3144499,47
PMEM,write,random,16,524288,16,32,203.312,4918536,75
PMEM,read,random,16,524288,16,32,304.281,3286433,50
PMEM,write,random,16,1048576,16,16,98.0625,10197578,155
PMEM,read,random,16,1048576,16,16,341.25,2930402,44
PMEM,write,random,32,32,16,524288,205.047,4876921,148
PMEM,read,random,32,32,16,524288,186.172,5371372,163
PMEM,write,random,32,64,16,262144,119.729,8352214,254
PMEM,read,random,32,64,16,262144,184.134,5430836,165
PMEM,write,random,32,128,16,131072,115.335,8670389,264
PMEM,read,random,32,128,16,131072,196.074,5100112,155
PMEM,write,random,32,256,16,65536,116.33,8596225,262
PMEM,read,random,32,256,16,65536,189.906,5265751,160
PMEM,write,random,32,512,16,32768,138.033,7244644,221
PMEM,read,random,32,512,16,32768,191.037,5234597,159
PMEM,write,random,32,1024,16,16384,180.121,5551820,169
PMEM,read,random,32,1024,16,16384,185.932,5378306,164
PMEM,write,random,32,2048,16,8192,330.922,3021855,92
PMEM,read,random,32,2048,16,8192,196.024,5101414,155
PMEM,write,random,32,4096,16,4096,328.48,3044323,92
PMEM,read,random,32,4096,16,4096,179.436,5573024,170
PMEM,write,random,32,8192,16,2048,642.706,1555921,47
PMEM,read,random,32,8192,16,2048,219.335,4559236,139
PMEM,write,random,32,16384,16,1024,640.264,1561856,47
PMEM,read,random,32,16384,16,1024,184.129,5430977,165
PMEM,write,random,32,32768,16,512,591.213,1691438,51
PMEM,read,random,32,32768,16,512,222.084,4502801,137
PMEM,write,random,32,65536,16,256,486.207,2056737,62
PMEM,read,random,32,65536,16,256,256.078,3905058,119
PMEM,write,random,32,131072,16,128,295.477,3384363,103
PMEM,read,random,32,131072,16,128,305.797,3270144,99
PMEM,write,random,32,262144,16,64,139.984,7143654,218
PMEM,read,random,32,262144,16,64,283.531,3526948,107
PMEM,write,random,32,524288,16,32,153.562,6512006,198
PMEM,read,random,32,524288,16,32,283.812,3523452,107
PMEM,write,random,32,1048576,16,16,107.062,9340338,285
PMEM,read,random,32,1048576,16,16,159.625,6264682,191
PMEM,write,random,64,64,16,262144,152.672,6550007,399
PMEM,read,random,64,64,16,262144,205.982,4854785,296
PMEM,write,random,64,128,16,131072,138.175,7237215,441
PMEM,read,random,64,128,16,131072,226.69,4411308,269
PMEM,write,random,64,256,16,65536,150.173,6658968,406
PMEM,read,random,64,256,16,65536,211.001,4739324,289
PMEM,write,random,64,512,16,32768,157.624,6344206,387
PMEM,read,random,64,512,16,32768,207.202,4826211,294
PMEM,write,random,64,1024,16,16384,277.982,3597360,219
PMEM,read,random,64,1024,16,16384,202.119,4947573,301
PMEM,write,random,64,2048,16,8192,363.717,2749393,167
PMEM,read,random,64,2048,16,8192,199.69,5007763,305
PMEM,write,random,64,4096,16,4096,356.304,2806590,171
PMEM,read,random,64,4096,16,4096,196.262,5095230,310
PMEM,write,random,64,8192,16,2048,685.925,1457884,88
PMEM,read,random,64,8192,16,2048,217.121,4605735,281
PMEM,write,random,64,16384,16,1024,684.279,1461391,89
PMEM,read,random,64,16384,16,1024,200.996,4975221,303
PMEM,write,random,64,32768,16,512,634.023,1577228,96
PMEM,read,random,64,32768,16,512,232.436,4302267,262
PMEM,write,random,64,65536,16,256,552.617,1809570,110
PMEM,read,random,64,65536,16,256,268.77,3720659,227
PMEM,write,random,64,131072,16,128,322.461,3101150,189
PMEM,read,random,64,131072,16,128,349.727,2859376,174
PMEM,write,random,64,262144,16,64,262.422,3810657,232
PMEM,read,random,64,262144,16,64,294.594,3394505,207
PMEM,write,random,64,524288,16,32,181.281,5516290,336
PMEM,read,random,64,524288,16,32,186.781,5353856,326
PMEM,write,random,64,1048576,16,16,182.75,5471956,333
PMEM,read,random,64,1048576,16,16,277.562,3602792,219
PMEM,write,random,128,128,16,131072,262.65,3807348,464
PMEM,read,random,128,128,16,131072,371.292,2693301,328
PMEM,write,random,128,256,16,65536,171.796,5820845,710
PMEM,read,random,128,256,16,65536,387.478,2580790,315
PMEM,write,random,128,512,16,32768,192.785,5187115,633
PMEM,read,random,128,512,16,32768,389.172,2569560,313
PMEM,write,random,128,1024,16,16384,216.088,4627738,564
PMEM,read,random,128,1024,16,16384,388.464,2574240,314
PMEM,write,random,128,2048,16,8192,354.775,2818686,344
PMEM,read,random,128,2048,16,8192,382.076,2617279,319
PMEM,write,random,128,4096,16,4096,343.234,2913461,355
PMEM,read,random,128,4096,16,4096,385.362,2594963,316
PMEM,write,random,128,8192,16,2048,660.181,1514736,184
PMEM,read,random,128,8192,16,2048,389.72,2565943,313
PMEM,write,random,128,16384,16,1024,658.736,1518058,185
PMEM,read,random,128,16384,16,1024,374.302,2671641,326
PMEM,write,random,128,32768,16,512,620.377,1611923,196
PMEM,read,random,128,32768,16,512,373.664,2676200,326
PMEM,write,random,128,65536,16,256,553.234,1807552,220
PMEM,read,random,128,65536,16,256,394.938,2532046,309
PMEM,write,random,128,131072,16,128,417.891,2392970,292
PMEM,read,random,128,131072,16,128,422.383,2367520,289
PMEM,write,random,128,262144,16,64,312.25,3202562,390
PMEM,read,random,128,262144,16,64,396.938,2519288,307
PMEM,write,random,128,524288,16,32,127,7874015,961
PMEM,read,random,128,524288,16,32,333.844,2995413,365
PMEM,write,random,128,1048576,16,16,128.562,7778317,949
PMEM,read,random,128,1048576,16,16,237.688,4207204,513
PMEM,write,random,256,256,16,65536,273.561,3655490,892
PMEM,read,random,256,256,16,65536,719.132,1390565,339
PMEM,write,random,256,512,16,32768,219.102,4564089,1114
PMEM,read,random,256,512,16,32768,403.448,2478636,605
PMEM,write,random,256,1024,16,16384,244.776,4085362,997
PMEM,read,random,256,1024,16,16384,755.709,1323259,323
PMEM,write,random,256,2048,16,8192,371.957,2688483,656
PMEM,read,random,256,2048,16,8192,429.695,2327232,568
PMEM,write,random,256,4096,16,4096,367.715,2719494,663
PMEM,read,random,256,4096,16,4096,650.394,1537529,375
PMEM,write,random,256,8192,16,2048,693.686,1441575,351
PMEM,read,random,256,8192,16,2048,420.105,2380354,581
PMEM,write,random,256,16384,16,1024,697.499,1433693,350
PMEM,read,random,256,16384,16,1024,710.63,1407202,343
PMEM,write,random,256,32768,16,512,671.768,1488610,363
PMEM,read,random,256,32768,16,512,402.014,2487477,607
PMEM,write,random,256,65536,16,256,632.039,1582180,386
PMEM,read,random,256,65536,16,256,708.637,1411160,344
PMEM,write,random,256,131072,16,128,541.703,1846029,450
PMEM,read,random,256,131072,16,128,440.992,2267613,553
PMEM,write,random,256,262144,16,64,412.969,2421490,591
PMEM,read,random,256,262144,16,64,681.766,1466779,358
PMEM,write,random,256,524288,16,32,294.188,3399192,829
PMEM,read,random,256,524288,16,32,659.344,1516659,370
PMEM,write,random,256,1048576,16,16,209.5,4773269,1165
PMEM,read,random,256,1048576,16,16,629.062,1589667,388
PMEM,write,random,512,512,16,32768,365.906,2732938,1334
PMEM,read,random,512,512,16,32768,559.899,1786036,872
PMEM,write,random,512,1024,16,16384,301.906,3312291,1617
PMEM,read,random,512,1024,16,16384,1310.37,763140,372
PMEM,write,random,512,2048,16,8192,462.55,2161926,1055
PMEM,read,random,512,2048,16,8192,576.531,1734510,846
PMEM,write,random,512,4096,16,4096,451.068,2216962,1082
PMEM,read,random,512,4096,16,4096,1306.48,765417,373
PMEM,write,random,512,8192,16,2048,742.843,1346179,657
PMEM,read,random,512,8192,16,2048,515.986,1938035,946
PMEM,write,random,512,16384,16,1024,748.911,1335271,651
PMEM,read,random,512,16384,16,1024,1305.82,765801,373
PMEM,write,random,512,32768,16,512,736.162,1358396,663
PMEM,read,random,512,32768,16,512,535.678,1866794,911
PMEM,write,random,512,65536,16,256,703.543,1421377,694
PMEM,read,random,512,65536,16,256,1314.16,760939,371
PMEM,write,random,512,131072,16,128,630.07,1587124,774
PMEM,read,random,512,131072,16,128,532.664,1877355,916
PMEM,write,random,512,262144,16,64,602.453,1659880,810
PMEM,read,random,512,262144,16,64,594.203,1682926,821
PMEM,write,random,512,524288,16,32,451.188,2216373,1082
PMEM,read,random,512,524288,16,32,1306.53,765385,373
PMEM,write,random,512,1048576,16,16,238.375,4195070,2048
PMEM,read,random,512,1048576,16,16,600.688,1664759,812
PMEM,write,random,1024,1024,16,16384,626.95,1595024,1557
PMEM,read,random,1024,1024,16,16384,2680.8,373023,364
PMEM,write,random,1024,2048,16,8192,533.333,1875001,1831
PMEM,read,random,1024,2048,16,8192,753.404,1327309,1296
PMEM,write,random,1024,4096,16,4096,530.391,1885400,1841
PMEM,read,random,1024,4096,16,4096,2616.22,382230,373
PMEM,write,random,1024,8192,16,2048,880.238,1136056,1109
PMEM,read,random,1024,8192,16,2048,684.58,1460750,1426
PMEM,write,random,1024,16384,16,1024,889.274,1124512,1098
PMEM,read,random,1024,16384,16,1024,2640.03,378783,369
PMEM,write,random,1024,32768,16,512,867.594,1152613,1125
PMEM,read,random,1024,32768,16,512,736.943,1356956,1325
PMEM,write,random,1024,65536,16,256,840.078,1190365,1162
PMEM,read,random,1024,65536,16,256,2617.71,382013,373
PMEM,write,random,1024,131072,16,128,771.281,1296543,1266
PMEM,read,random,1024,131072,16,128,2606.42,383667,374
PMEM,write,random,1024,262144,16,64,723.656,1381871,1349
PMEM,read,random,1024,262144,16,64,2622.73,381281,372
PMEM,write,random,1024,524288,16,32,574.406,1740928,1700
PMEM,read,random,1024,524288,16,32,2612.69,382747,373
PMEM,write,random,1024,1048576,16,16,417.875,2393060,2336
PMEM,read,random,1024,1048576,16,16,2776.06,360222,351
PMEM,write,random,8,8,32,4194304,217.175,4604585,35
PMEM,read,random,8,8,32,4194304,176.768,5657139,43
PMEM,write,random,8,16,32,2097152,215.949,4630720,35
PMEM,read,random,8,16,32,2097152,177.873,5621979,42
PMEM,write,random,8,32,32,1048576,210.613,4748035,36
PMEM,read,random,8,32,32,1048576,180.849,5529464,42
PMEM,write,random,8,64,32,524288,194.503,5141296,39
PMEM,read,random,8,64,32,524288,181.108,5521564,42
PMEM,write,random,8,128,32,262144,205.971,4855058,37
PMEM,read,random,8,128,32,262144,179.753,5563186,42
PMEM,write,random,8,256,32,131072,205.14,4874718,37
PMEM,read,random,8,256,32,131072,178.149,5613271,42
PMEM,write,random,8,512,32,65536,216.057,4628402,35
PMEM,read,random,8,512,32,65536,179.275,5578018,42
PMEM,write,random,8,1024,32,32768,263.688,3792356,28
PMEM,read,random,8,1024,32,32768,185.695,5385182,41
PMEM,write,random,8,2048,32,16384,381.099,2623992,20
PMEM,read,random,8,2048,32,16384,179.976,5556303,42
PMEM,write,random,8,4096,32,8192,380.917,2625242,20
PMEM,read,random,8,4096,32,8192,188.108,5316090,40
PMEM,write,random,8,8192,32,4096,746.186,1340149,10
PMEM,read,random,8,8192,32,4096,179.233,5579324,42
PMEM,write,random,8,16384,32,2048,750.103,1333150,10
PMEM,read,random,8,16384,32,2048,179.276,5577980,42
PMEM,write,random,8,32768,32,1024,731.058,1367881,10
PMEM,read,random,8,32768,32,1024,191.949,5209711,39
PMEM,write,random,8,65536,32,512,647.977,1543265,11
PMEM,read,random,8,65536,32,512,201.271,4968413,37
PMEM,write,random,8,131072,32,256,505.648,1977658,15
PMEM,read,random,8,131072,32,256,229.203,4362942,33
PMEM,write,random,8,262144,32,128,380.164,2630443,20
PMEM,read,random,8,262144,32,128,268.602,3722986,28
PMEM,write,random,8,524288,32,64,260.406,3840153,29
PMEM,read,random,8,524288,32,64,320.922,3116023,23
PMEM,write,random,8,1048576,32,32,198.406,5040163,38
PMEM,read,random,8,1048576,32,32,321.062,3114658,23
PMEM,write,random,16,16,32,2097152,216.139,4626659,70
PMEM,read,random,16,16,32,2097152,179.019,5585984,85
PMEM,write,random,16,32,32,1048576,210.337,4754276,72
PMEM,read,random,16,32,32,1048576,183.801,5440672,83
PMEM,write,random,16,64,32,524288,193.875,5157975,78
PMEM,read,random,16,64,32,524288,180.269,5547258,84
PMEM,write,random,16,128,32,262144,204.487,4890282,74
PMEM,read,random,16,128,32,262144,182.499,5479488,83
PMEM,write,random,16,256,32,131072,208.655,4792609,73
PMEM,read,random,16,256,32,131072,189.912,5265583,80
PMEM,write,random,16,512,32,65536,221.799,4508578,68
PMEM,read,random,16,512,32,65536,181.191,5519045,84
PMEM,write,random,16,1024,32,32768,265.801,3762212,57
PMEM,read,random,16,1024,32,32768,180.933,5526902,84
PMEM,write,random,16,2048,32,16384,389.27,2568910,39
PMEM,read,random,16,2048,32,16384,182.952,5465913,83
PMEM,write,random,16,4096,32,8192,379.366,2635977,40
PMEM,read,random,16,4096,32,8192,179.234,5579302,85
PMEM,write,random,16,8192,32,4096,747.156,1338407,20
PMEM,read,random,16,8192,32,4096,188.3,5310673,81
PMEM,write,random,16,16384,32,2048,757.373,1320354,20
PMEM,read,random,16,16384,32,2048,198.729,5031978,76
PMEM,write,random,16,32768,32,1024,718.609,1391576,21
PMEM,read,random,16,32768,32,1024,187.433,5335250,81
PMEM,write,random,16,65536,32,512,650.695,1536817,23
PMEM,read,random,16,65536,32,512,202.641,4934844,75
PMEM,write,random,16,131072,32,256,511.418,1955347,29
PMEM,read,random,16,131072,32,256,230.199,4344063,66
PMEM,write,random,16,262144,32,128,404.719,2470851,37
PMEM,read,random,16,262144,32,128,254.578,3928067,59
PMEM,write,random,16,524288,32,64,267.547,3737662,57
PMEM,read,random,16,524288,32,64,294.453,3396126,51
PMEM,write,random,16,1048576,32,32,228.969,4367408,66
PMEM,read,random,16,1048576,32,32,372.375,2685464,40
PMEM,write,random,32,32,32,1048576,216.207,4625201,141
PMEM,read,random,32,32,32,1048576,194.96,5129268,156
PMEM,write,random,32,64,32,524288,186.168,5371490,163
PMEM,read,random,32,64,32,524288,187.972,5319932,162
PMEM,write,random,32,128,32,262144,183.242,5457275,166
PMEM,read,random,32,128,32,262144,190.621,5246022,160
PMEM,write,random,32,256,32,131072,182.895,5467622,166
PMEM,read,random,32,256,32,131072,192.867,5184932,158
PMEM,write,random,32,512,32,65536,195.27,5121109,156
PMEM,read,random,32,512,32,65536,193.276,5173952,157
PMEM,write,random,32,1024,32,32768,257.216,3887779,118
PMEM,read,random,32,1024,32,32768,191.498,5221978,159
PMEM,write,random,32,2048,32,16384,371.861,2689175,82
PMEM,read,random,32,2048,32,16384,194.145,5150796,157
PMEM,write,random,32,4096,32,8192,367.915,2718019,82
PMEM,read,random,32,4096,32,8192,188.409,5307597,161
PMEM,write,random,32,8192,32,4096,724.628,1380017,42
PMEM,read,random,32,8192,32,4096,188.008,5318927,162
PMEM,write,random,32,16384,32,2048,734.213,1362002,41
PMEM,read,random,32,16384,32,2048,187.85,5323393,162
PMEM,write,random,32,32768,32,1024,697.383,1433932,43
PMEM,read,random,32,32768,32,1024,186.791,5353576,163
PMEM,write,random,32,65536,32,512,621.867,1608060,49
PMEM,read,random,32,65536,32,512,205.639,4862898,148
PMEM,write,random,32,131072,32,256,543.129,1841183,56
PMEM,read,random,32,131072,32,256,226.777,4409611,134
PMEM,write,random,32,262144,32,128,411.43,2430548,74
PMEM,read,random,32,262144,32,128,309.711,3228817,98
PMEM,write,random,32,524288,32,64,246.891,4050376,123
PMEM,read,random,32,524288,32,64,308.859,3237719,98
PMEM,write,random,32,1048576,32,32,245.688,4070211,124
PMEM,read,random,32,1048576,32,32,317.188,3152709,96
PMEM,write,random,64,64,32,524288,260.481,3839048,234
PMEM,read,random,64,64,32,524288,212.744,4700492,286
PMEM,write,random,64,128,32,262144,226.526,4414498,269
PMEM,read,random,64,128,32,262144,206.106,4851873,296
PMEM,write,random,64,256,32,131072,238.939,4185168,255
PMEM,read,random,64,256,32,131072,207.491,4819485,294
PMEM,write,random,64,512,32,65536,246.681,4053822,247
PMEM,read,random,64,512,32,65536,203.61,4911358,299
PMEM,write,random,64,1024,32,32768,276.189,3620707,220
PMEM,read,random,64,1024,32,32768,220.693,4531188,276
PMEM,write,random,64,2048,32,16384,369.314,2707722,165
PMEM,read,random,64,2048,32,16384,206.649,4839117,295
PMEM,write,random,64,4096,32,8192,369.962,2702979,164
PMEM,read,random,64,4096,32,8192,225.446,4435643,270
PMEM,write,random,64,8192,32,4096,713.047,1402431,85
PMEM,read,random,64,8192,32,4096,201.67,4958603,302
PMEM,write,random,64,16384,32,2048,717.385,1393951,85
PMEM,read,random,64,16384,32,2048,195.97,5102816,311
PMEM,write,random,64,32768,32,1024,690.475,1448279,88
PMEM,read,random,64,32768,32,1024,214.58,4660264,284
PMEM,write,random,64,65536,32,512,626.744,1595547,97
PMEM,read,random,64,65536,32,512,233.867,4275931,260
PMEM,write,random,64,131072,32,256,494.176,2023571,123
PMEM,read,random,64,131072,32,256,254.059,3936099,240
PMEM,write,random,64,262144,32,128,318.969,3135103,191
PMEM,read,random,64,262144,32,128,315.133,3173265,193
PMEM,write,random,64,524288,32,64,256.594,3897211,237
PMEM,read,random,64,524288,32,64,319.828,3126679,190
PMEM,write,random,64,1048576,32,32,304.531,3283735,200
PMEM,read,random,64,1048576,32,32,207.188,4826546,294
PMEM,write,random,128,128,32,262144,310.997,3215460,392
PMEM,read,random,128,128,32,262144,291.351,3432290,418
PMEM,write,random,128,256,32,131072,266.641,3750367,457
PMEM,read,random,128,256,32,131072,384.535,2600546,317
PMEM,write,random,128,512,32,65536,271.413,3684424,449
PMEM,read,random,128,512,32,65536,309.79,3227997,394
PMEM,write,random,128,1024,32,32768,310.822,3217280,392
PMEM,read,random,128,1024,32,32768,393.953,2538376,309
PMEM,write,random,128,2048,32,16384,404.841,2470105,301
PMEM,read,random,128,2048,32,16384,289.128,3458681,422
PMEM,write,random,128,4096,32,8192,408.386,2448660,298
PMEM,read,random,128,4096,32,8192,386.975,2584146,315
PMEM,write,random,128,8192,32,4096,715.822,1396994,170
PMEM,read,random,128,8192,32,4096,296.537,3372256,411
PMEM,write,random,128,16384,32,2048,716.613,1395452,170
PMEM,read,random,128,16384,32,2048,401.343,2491635,304
PMEM,write,random,128,32768,32,1024,690.412,1448410,176
PMEM,read,random,128,32768,32,1024,277.454,3604199,439
PMEM,write,random,128,65536,32,512,649.949,1538581,187
PMEM,read,random,128,65536,32,512,375.508,2663060,325
PMEM,write,random,128,131072,32,256,565.785,1767455,215
PMEM,read,random,128,131072,32,256,296.574,3371837,411
PMEM,write,random,128,262144,32,128,444.078,2251856,274
PMEM,read,random,128,262144,32,128,420.016,2380863,290
PMEM,write,random,128,524288,32,64,256.656,3896262,475
PMEM,read,random,128,524288,32,64,459.562,2175982,265
PMEM,write,random,128,1048576,32,32,313.281,3192019,389
PMEM,read,random,128,1048576,32,32,460.781,2170227,264
PMEM,write,random,256,256,32,131072,387.684,2579419,629
PMEM,read,random,256,256,32,131072,784.622,1274499,311
PMEM,write,random,256,512,32,65536,413.856,2416298,589
PMEM,read,random,256,512,32,65536,714.484,1399611,341
PMEM,write,random,256,1024,32,32768,436.971,2288482,558
PMEM,read,random,256,1024,32,32768,746.897,1338872,326
PMEM,write,random,256,2048,32,16384,502.534,1989916,485
PMEM,read,random,256,2048,32,16384,717.244,1394226,340
PMEM,write,random,256,4096,32,8192,508.054,1968293,480
PMEM,read,random,256,4096,32,8192,745.676,1341064,327
PMEM,write,random,256,8192,32,4096,807.928,1237733,302
PMEM,read,random,256,8192,32,4096,712.672,1403170,342
PMEM,write,random,256,16384,32,2048,820.984,1218049,297
PMEM,read,random,256,16384,32,2048,665.805,1501941,366
PMEM,write,random,256,32768,32,1024,819.021,1220969,298
PMEM,read,random,256,32768,32,1024,741.449,1348710,329
PMEM,write,random,256,65536,32,512,778.111,1285163,313
PMEM,read,random,256,65536,32,512,763.197,1310277,319
PMEM,write,random,256,131072,32,256,680.129,1470309,358
PMEM,read,random,256,131072,32,256,779.113,1283510,313
PMEM,write,random,256,262144,32,128,648.586,1541815,376
PMEM,read,random,256,262144,32,128,669.633,1493355,364
PMEM,write,random,256,524288,32,64,556.25,1797752,438
PMEM,read,random,256,524288,32,64,654.469,1527956,373
PMEM,write,random,256,1048576,32,32,441.125,2266931,553
PMEM,read,random,256,1048576,32,32,720.219,1388467,338
PMEM,write,random,512,512,32,65536,731.695,1366689,667
PMEM,read,random,512,512,32,65536,551.053,1814708,886
PMEM,write,random,512,1024,32,32768,621.757,1608345,785
PMEM,read,random,512,1024,32,32768,1311.66,762395,372
PMEM,write,random,512,2048,32,16384,663.267,1507687,736
PMEM,read,random,512,2048,32,16384,583.986,1712371,836
PMEM,write,random,512,4096,32,8192,635.376,1573871,768
PMEM,read,random,512,4096,32,8192,1314.96,760481,371
PMEM,write,random,512,8192,32,4096,822.78,1215391,593
PMEM,read,random,512,8192,32,4096,539.843,1852389,904
PMEM,write,random,512,16384,32,2048,808.558,1236769,603
PMEM,read,random,512,16384,32,2048,1304.65,766491,374
PMEM,write,random,512,32768,32,1024,796.801,1255018,612
PMEM,read,random,512,32768,32,1024,525.022,1904680,930
PMEM,write,random,512,65536,32,512,758.395,1318574,643
PMEM,read,random,512,65536,32,512,1305.22,766152,374
PMEM,write,random,512,131072,32,256,726.59,1376292,672
PMEM,read,random,512,131072,32,256,542.02,1844951,900
PMEM,write,random,512,262144,32,128,694.281,1440338,703
PMEM,read,random,512,262144,32,128,1314.41,760795,371
PMEM,write,random,512,524288,32,64,554.516,1803375,880
PMEM,read,random,512,524288,32,64,1406.95,710755,347
PMEM,write,random,512,1048576,32,32,437.031,2288165,1117
PMEM,read,random,512,1048576,32,32,572.125,1747869,853
PMEM,write,random,1024,1024,32,32768,851.962,1173760,1146
PMEM,read,random,1024,1024,32,32768,2632.14,379919,371
PMEM,write,random,1024,2048,32,16384,945.247,1057924,1033
PMEM,read,random,1024,2048,32,16384,766.014,1305458,1274
PMEM,write,random,1024,4096,32,8192,777.888,1285532,1255
PMEM,read,random,1024,4096,32,8192,2630.5,380155,371
PMEM,write,random,1024,8192,32,4096,1101.69,907697,886
PMEM,read,random,1024,8192,32,4096,753.296,1327500,1296
PMEM,write,random,1024,16384,32,2048,1083.68,922780,901
PMEM,read,random,1024,16384,32,2048,2654.44,376727,367
PMEM,write,random,1024,32768,32,1024,1047.89,954294,931
PMEM,read,random,1024,32768,32,1024,752.712,1328529,1297
PMEM,write,random,1024,65536,32,512,1010.65,989458,966
PMEM,read,random,1024,65536,32,512,2617.64,382022,373
PMEM,write,random,1024,131072,32,256,983.02,1017273,993
PMEM,read,random,1024,131072,32,256,783.852,1275751,1245
PMEM,write,random,1024,262144,32,128,936.758,1067511,1042
PMEM,read,random,1024,262144,32,128,733.617,1363108,1331
PMEM,write,random,1024,524288,32,64,864.562,1156654,1129
PMEM,read,random,1024,524288,32,64,2730.62,366216,357
PMEM,write,random,1024,1048576,32,32,904.875,1105125,1079
PMEM,read,random,1024,1048576,32,32,2610,383141,374
PMEM,write,random,8,8,64,8388608,231.572,4318320,32
PMEM,read,random,8,8,64,8388608,196.012,5101721,38
PMEM,write,random,8,16,64,4194304,231.388,4321740,32
PMEM,read,random,8,16,64,4194304,206.059,4852982,37
PMEM,write,random,8,32,64,2097152,230.833,4332130,33
PMEM,read,random,8,32,64,2097152,201.019,4974644,37
PMEM,write,random,8,64,64,1048576,227.982,4386312,33
PMEM,read,random,8,64,64,1048576,203.097,4923767,37
PMEM,write,random,8,128,64,524288,227.337,4398765,33
PMEM,read,random,8,128,64,524288,208.331,4800046,36
PMEM,write,random,8,256,64,262144,226.113,4422571,33
PMEM,read,random,8,256,64,262144,202.598,4935887,37
PMEM,write,random,8,512,64,131072,235.496,4246354,32
PMEM,read,random,8,512,64,131072,204.177,4897707,37
PMEM,write,random,8,1024,64,65536,282.706,3537242,26
PMEM,read,random,8,1024,64,65536,212.252,4711391,35
PMEM,write,random,8,2048,64,32768,397.655,2514744,19
PMEM,read,random,8,2048,64,32768,215.177,4647332,35
PMEM,write,random,8,4096,64,16384,392.759,2546087,19
PMEM,read,random,8,4096,64,16384,208.695,4791673,36
PMEM,write,random,8,8192,64,8192,769.18,1300085,9
PMEM,read,random,8,8192,64,8192,209.695,4768832,36
PMEM,write,random,8,16384,64,4096,792.243,1262238,9
PMEM,read,random,8,16384,64,4096,209.51,4773041,36
PMEM,write,random,8,32768,64,2048,764.329,1308336,9
PMEM,read,random,8,32768,64,2048,210.172,4758010,36
PMEM,write,random,8,65536,64,1024,712.705,1403104,10
PMEM,read,random,8,65536,64,1024,210.016,4761550,36
PMEM,write,random,8,131072,64,512,608.49,1643411,12
PMEM,read,random,8,131072,64,512,225.869,4427342,33
PMEM,write,random,8,262144,64,256,537.043,1862048,14
PMEM,read,random,8,262144,64,256,257.559,3882611,29
PMEM,write,random,8,524288,64,128,367.617,2720221,20
PMEM,read,random,8,524288,64,128,297.766,3358346,25
PMEM,write,random,8,1048576,64,64,267.094,3744003,28
PMEM,read,random,8,1048576,64,64,279.578,3576817,27
PMEM,write,random,16,16,64,4194304,229.869,4350301,66
PMEM,read,random,16,16,64,4194304,208.483,4796555,73
PMEM,write,random,16,32,64,2097152,229.727,4352984,66
PMEM,read,random,16,32,64,2097152,204.98,4878525,74
PMEM,write,random,16,64,64,1048576,224.712,4450145,67
PMEM,read,random,16,64,64,1048576,198.765,5031063,76
PMEM,write,random,16,128,64,524288,227.212,4401174,67
PMEM,read,random,16,128,64,524288,202.908,4928340,75
PMEM,write,random,16,256,64,262144,225.902,4426696,67
PMEM,read,random,16,256,64,262144,201.3,4967699,75
PMEM,write,random,16,512,64,131072,239.123,4181945,63
PMEM,read,random,16,512,64,131072,202.697,4933473,75
PMEM,write,random,16,1024,64,65536,283.871,3522727,53
PMEM,read,random,16,1024,64,65536,205.669,4862192,74
PMEM,write,random,16,2048,64,32768,397.419,2516237,38
PMEM,read,random,16,2048,64,32768,214.601,4659811,71
PMEM,write,random,16,4096,64,16384,394.804,2532905,38
PMEM,read,random,16,4096,64,16384,211.638,4725053,72
PMEM,write,random,16,8192,64,8192,770.434,1297969,19
PMEM,read,random,16,8192,64,8192,212.873,4697638,71
PMEM,write,random,16,16384,64,4096,786.546,1271381,19
PMEM,read,random,16,16384,64,4096,207.818,4811905,73
PMEM,write,random,16,32768,64,2048,756.682,1321559,20
PMEM,read,random,16,32768,64,2048,210.772,4744463,72
PMEM,write,random,16,65536,64,1024,703.367,1421732,21
PMEM,read,random,16,65536,64,1024,210.254,4756154,72
PMEM,write,random,16,131072,64,512,617.551,1619300,24
PMEM,read,random,16,131072,64,512,229.965,4348490,66
PMEM,write,random,16,262144,64,256,511.031,1956827,29
PMEM,read,random,16,262144,64,256,259.902,3847599,58
PMEM,write,random,16,524288,64,128,370.969,2695644,41
PMEM,read,random,16,524288,64,128,288.781,3462828,52
PMEM,write,random,16,1048576,64,64,326,3067484,46
PMEM,read,random,16,1048576,64,64,255.266,3917487,59
